rule,race_count,tickets,avg_tickets_per_race,bet,return,profit,roi,roi_without_max_hit,hit_count,hit_rate_per_ticket,hit_rate_per_race,avg_score,min_score,avg_odds,median_odds,avg_expected,max_hit_payout,max_hit_share,month
odds_50_500_score>=0.5_expected>=1500_top10_by_direct_expected_return,2306,21038,9.123156981786643,2103800,1664050,-439750,0.7909734765662135,0.7503897708907691,190,0.009031276737332446,0.0823937554206418,0.6056953712123632,0.5000183266391405,88.78554520391671,87.6,5278.861950412265,85380,0.051308554430455816,2026-05
odds_50_500_score>=0.5_expected>=1500_top10_by_direct_expected_return,1974,18192,9.21580547112462,1819200,1422440,-396760,0.7819041336851363,0.7722130606860158,169,0.009289797713280562,0.085612968591692,0.6044196611887883,0.5000729023231048,88.96461631486368,87.9,5274.947047820632,17630,0.012394195888754534,2026-06
odds_50_500_score>=0.5_expected>=2000_top1_by_direct_ticket_score,2302,2302,1.0,230200,243680,13480,1.0585577758470894,1.0213292788879236,43,0.018679409209383144,0.018679409209383144,0.7366731345466522,0.5037785478979175,57.54721980886186,55.3,4228.499139554818,8570,0.03516907419566645,2026-01
odds_50_500_score>=0.5_expected>=2000_top1_by_direct_ticket_score,2128,2128,1.0,212800,195050,-17750,0.9165883458646616,0.8835526315789474,34,0.015977443609022556,0.015977443609022556,0.7387720538252538,0.5187105019336952,57.46921992481203,55.3,4234.858169967165,7030,0.03604204050243527,2026-02
odds_50_500_score>=0.5_expected>=2000_top1_by_direct_ticket_score,2253,2253,1.0,225300,278080,52780,1.234265423879272,1.1981358189081226,48,0.02130492676431425,0.02130492676431425,0.7374569364798144,0.5083351612671761,57.33741677762983,55.3,4218.776233505917,8140,0.029272151898734177,2026-03
odds_50_500_score>=0.5_expected>=2000_top1_by_direct_ticket_score,2332,2332,1.0,233200,133420,-99780,0.5721269296740995,0.542967409948542,24,0.010291595197255575,0.010291595197255575,0.7372023325301778,0.512691175650907,57.62435677530017,55.2,4236.440568291922,6800,0.050966871533503225,2026-04
odds_50_500_score>=0.5_expected>=2000_top1_by_direct_ticket_score,2306,2306,1.0,230600,227170,-3430,0.9851257588898525,0.946877710320902,40,0.017346053772766695,0.017346053772766695,0.735706861550431,0.5183454699813762,57.4528620988725,55.2,4215.783599861551,8820,0.03882554914821499,2026-05
odds_50_500_score>=0.5_expected>=2000_top1_by_direct_ticket_score,1974,1974,1.0,197400,149550,-47850,0.7575987841945289,0.7228976697061803,27,0.013677811550151976,0.013677811550151976,0.7377075301473182,0.5465616677874512,57.308763931104366,55.1,4217.326902909714,6850,0.045804078903376795,2026-06
odds_50_500_score>=0.5_expected>=2000_top2_by_direct_ticket_score,2302,4598,1.997393570807993,459800,386800,-73000,0.8412353197042193,0.8225967812092214,68,0.01478903871248369,0.029539530842745437,0.7236181410856893,0.5006519075427881,59.28423227490212,57.2,4272.343990413369,8570,0.022156153050672183,2026-01
odds_50_500_score>=0.5_expected>=2000_top2_by_direct_ticket_score,2128,4241,1.9929511278195489,424100,359340,-64760,0.8473001650554115,0.8277293091252064,60,0.014147606696533836,0.02819548872180451,0.7268904601432052,0.5101265354263872,58.87644423485027,56.8,4263.858291218076,8300,0.02309790170868815,2026-02
odds_50_500_score>=0.5_expected>=2000_top2_by_direct_ticket_score,2253,4496,1.9955614735907679,449600,505540,55940,1.1244217081850534,1.1059386120996442,86,0.01912811387900356,0.03817132711939636,0.7253377935802593,0.5083351612671761,58.79804270462633,56.9,4250.302556726481,8310,0.016437868417929342,2026-03
odds_50_500_score>=0.5_expected>=2000_top2_by_direct_ticket_score,2332,4654,1.995711835334477,465400,278890,-186510,0.5992479587451655,0.5814568113450795,49,0.010528577567683713,0.021012006861063463,0.7252540566547311,0.5061276520351743,59.154361839278046,56.8,4274.041364767245,8280,0.02968912474452293,2026-04
odds_50_500_score>=0.5_expected>=2000_top2_by_direct_ticket_score,2306,4597,1.9934952298352124,459700,397320,-62380,0.8643028061779421,0.8451163802479879,70,0.01522732216663041,0.030355594102341718,0.7235004023873648,0.5042927251654602,59.15766804437676,57.0,4263.231368976422,8820,0.022198731501057084,2026-05
odds_50_500_score>=0.5_expected>=2000_top2_by_direct_ticket_score,1974,3944,1.9979736575481257,394400,281750,-112650,0.7143762677484787,0.6945740365111562,49,0.01242393509127789,0.024822695035460994,0.7253459497665709,0.5028559376468363,58.87254056795132,56.849999999999994,4253.900328170323,7810,0.02771960958296362,2026-06
odds_50_500_score>=0.5_expected>=2000_top3_by_direct_ticket_score,2302,6871,2.984795829713293,687100,571680,-115420,0.832018629020521,0.8175956920390045,97,0.014117304613593364,0.0421372719374457,0.7131488774855432,0.5006519075427881,60.79298500946005,58.6,4312.276439540631,9910,0.017334872656031345,2026-01
odds_50_500_score>=0.5_expected>=2000_top3_by_direct_ticket_score,2128,6343,2.980733082706767,634300,499250,-135050,0.7870881286457512,0.7728834936150086,82,0.012927636764937727,0.03853383458646616,0.7164708121197608,0.5003087171871893,60.333816805927796,58.2,4300.9483515380025,9010,0.018047070605908863,2026-02
odds_50_500_score>=0.5_expected>=2000_top3_by_direct_ticket_score,2253,6719,2.9822458943630714,671900,726170,54270,1.0807709480577468,1.0670337847894031,122,0.01815746390831969,0.05415002219263205,0.7150961713820402,0.5004241877409638,60.239127846405715,58.2,4287.640416358674,9230,0.012710522329482077,2026-03
odds_50_500_score>=0.5_expected>=2000_top3_by_direct_ticket_score,2332,6954,2.981989708404803,695400,422910,-272490,0.608153580672994,0.5952689099798677,71,0.010209951107276388,0.030445969125214408,0.7150292552116472,0.5007170061025321,60.528329019269485,58.3,4307.123781066554,8960,0.021186540871580242,2026-04
odds_50_500_score>=0.5_expected>=2000_top3_by_direct_ticket_score,2306,6866,2.9774501300954035,686600,541520,-145080,0.7886979318380425,0.775852024468395,94,0.013690649577628895,0.040763226366001735,0.7136059548501738,0.5039990402585338,60.48464899504806,58.3,4293.779973958164,8820,0.01628748707342296,2026-05
odds_50_500_score>=0.5_expected>=2000_top3_by_direct_ticket_score,1974,5900,2.988855116514691,590000,423120,-166880,0.7171525423728814,0.6990169491525424,71,0.012033898305084745,0.03596757852077001,0.714765596028764,0.5028559376468363,60.219932203389824,58.1,4281.604710643438,10700,0.025288334278691624,2026-06
odds_50_500_score>=0.5_expected>=2000_top5_by_direct_ticket_score,2302,11281,4.900521285838401,1128100,986150,-141950,0.874168956652779,0.8649233224004964,159,0.014094495168868008,0.06907037358818419,0.6963317663686102,0.5004939768969184,63.4731761368673,60.9,4386.457901394271,10430,0.010576484307661106,2026-01
odds_50_500_score>=0.5_expected>=2000_top5_by_direct_ticket_score,2128,10442,4.9069548872180455,1044200,834710,-209490,0.7993775138862287,0.7900210687607738,132,0.012641256464278874,0.06203007518796992,0.6997462343408815,0.5001033805454665,63.05071825320821,60.6,4379.597776242203,9770,0.011704663895245056,2026-02
odds_50_500_score>=0.5_expected>=2000_top5_by_direct_ticket_score,2253,11059,4.908566355969818,1105900,1104870,-1030,0.9990686318835338,0.9902613256171444,179,0.016185911926937337,0.07944962272525521,0.697942410460658,0.5000567165479454,63.154046477981744,60.6,4375.1970733064645,9740,0.008815516757627595,2026-03
odds_50_500_score>=0.5_expected>=2000_top5_by_direct_ticket_score,2332,11424,4.898799313893654,1142400,709180,-433220,0.62078081232493,0.6104604341736695,113,0.009891456582633053,0.04845626072041166,0.6984434335409779,0.5007170061025321,63.21591386554621,60.6,4383.160661372615,11790,0.016624834315688543,2026-04
odds_50_500_score>=0.5_expected>=2000_top5_by_direct_ticket_score,2306,11261,4.883347788378144,1126100,1050990,-75110,0.9333007725779238,0.8574815735725069,161,0.014297131693455287,0.06981786643538596,0.6976929561968752,0.5008546297037823,63.22150785898232,60.6,4377.819773676669,85380,0.08123769017783233,2026-05
odds_50_500_score>=0.5_expected>=2000_top5_by_direct_ticket_score,1974,9703,4.915400202634245,970300,764680,-205620,0.7880861589199216,0.7770586416572194,122,0.012573430897660517,0.06180344478216818,0.698296629691605,0.5002763442879608,62.871369679480566,60.4,4357.066811546704,10700,0.013992781294136109,2026-06
odds_50_500_score>=0.5_expected>=2000_top10_by_direct_ticket_score,2302,21100,9.165942658557777,2110000,1723740,-386260,0.8169383886255924,0.8111706161137441,258,0.012227488151658767,0.11207645525629888,0.6665759154971338,0.5000251660170684,69.39699526066352,66.3,4567.700302553963,12170,0.007060229500968823,2026-01
odds_50_500_score>=0.5_expected>=2000_top10_by_direct_ticket_score,2128,19667,9.24201127819549,1966700,1481690,-485010,0.7533889256114303,0.7481669802206742,219,0.011135404484669752,0.10291353383458647,0.6696523920165697,0.5000887650150765,69.16244978898662,66.2,4573.329722641112,10270,0.006931274423124945,2026-02
odds_50_500_score>=0.5_expected>=2000_top10_by_direct_ticket_score,2253,20676,9.177097203728362,2067600,1837960,-229640,0.8889340297929967,0.8832752950280518,278,0.013445540723544206,0.12339103417665336,0.6678778069295739,0.5000567165479454,69.30108821822402,66.1,4569.32260548995,11700,0.006365753335219482,2026-03
odds_50_500_score>=0.5_expected>=2000_top10_by_direct_ticket_score,2332,21313,9.139365351629502,2131300,1525880,-605420,0.7159386290057711,0.7093135644911557,222,0.010416177919579599,0.09519725557461406,0.6686001927641777,0.5000669759003339,69.0894899826397,66.0,4561.661419016396,14120,0.009253676566964637,2026-04
odds_50_500_score>=0.5_expected>=2000_top10_by_direct_ticket_score,2306,21038,9.123156981786643,2103800,1729470,-374330,0.822069588363913,0.7814858826884685,252,0.011978324935830401,0.10928013876843018,0.6693130912918803,0.5000269802273916,68.98877269702443,66.0,4562.153705072967,85380,0.049367725372512966,2026-05
odds_50_500_score>=0.5_expected>=2000_top10_by_direct_ticket_score,1974,18192,9.21580547112462,1819200,1472170,-347030,0.809240325417766,0.803358619173263,222,0.012203166226912929,0.11246200607902736,0.6692507015151168,0.5002341666610284,68.91624340369394,65.8,4554.157086474019,10700,0.007268182343071792,2026-06
odds_50_500_score>=0.5_expected>=2000_top1_by_direct_expected_return,2302,2302,1.0,230200,207270,-22930,0.9003909643788011,0.8126846220677671,21,0.009122502172024326,0.009122502172024326,0.5756358650191374,0.5000251660170684,110.52771503040833,105.7,6260.360495021945,20190,0.09740917643653206,2026-01
odds_50_500_score>=0.5_expected>=2000_top1_by_direct_expected_return,2128,2128,1.0,212800,132590,-80210,0.6230733082706766,0.5533834586466165,13,0.006109022556390977,0.006109022556390977,0.5719140864489748,0.5000217591684042,112.26691729323308,107.2,6318.608258752896,14830,0.11184855569801644,2026-02
odds_50_500_score>=0.5_expected>=2000_top1_by_direct_expected_return,2253,2253,1.0,225300,222860,-2440,0.9891699955614736,0.9138482023968043,21,0.009320905459387484,0.009320905459387484,0.5710926421498459,0.5000570527171574,112.54411895250776,107.0,6326.148684658223,16970,0.07614645966077357,2026-03
odds_50_500_score>=0.5_expected>=2000_top1_by_direct_expected_return,2332,2332,1.0,233200,218000,-15200,0.934819897084048,0.8638078902229845,20,0.008576329331046312,0.008576329331046312,0.5727722905630834,0.5000571024668072,111.71487993138936,105.9,6297.324821561818,16560,0.07596330275229357,2026-04
odds_50_500_score>=0.5_expected>=2000_top1_by_direct_expected_return,2306,2306,1.0,230600,220740,-9860,0.9572419774501301,0.8924111014744146,21,0.009106678230702514,0.009106678230702514,0.5725824963735635,0.5001688450851639,111.40052038161319,105.5,6276.760375462834,14950,0.06772673733804475,2026-05
odds_50_500_score>=0.5_expected>=2000_top1_by_direct_expected_return,1974,1974,1.0,197400,156260,-41140,0.7915906788247213,0.7022796352583587,14,0.0070921985815602835,0.0070921985815602835,0.5703148304500627,0.5001160253284607,112.42715298885513,106.6,6311.057665372818,17630,0.1128247792141303,2026-06
odds_50_500_score>=0.5_expected>=2000_top2_by_direct_expected_return,2302,4598,1.997393570807993,459800,439390,-20410,0.955611135276207,0.9117007394519356,43,0.009351892127011744,0.018679409209383144,0.5803837057354589,0.5000002401310523,105.01868203566768,99.0,6002.031073699928,20190,0.04595006713853297,2026-01
odds_50_500_score>=0.5_expected>=2000_top2_by_direct_expected_return,2128,4241,1.9929511278195489,424100,329960,-94140,0.7780240509313842,0.7430558830464513,33,0.00778118368309361,0.01550751879699248,0.5764798097453835,0.5000217591684042,106.79398726715398,101.8,6063.31427574212,14830,0.04494484179900594,2026-02
odds_50_500_score>=0.5_expected>=2000_top2_by_direct_expected_return,2253,4496,1.9955614735907679,449600,473630,24030,1.0534475088967972,1.015702846975089,48,0.010676156583629894,0.02130492676431425,0.5783467829844747,0.5000570527171574,106.38569839857651,100.45,6055.838370875048,16970,0.03582965606063805,2026-03
odds_50_500_score>=0.5_expected>=2000_top2_by_direct_expected_return,2332,4654,1.995711835334477,465400,468750,3350,1.0071981091534163,0.9716158143532445,45,0.009669101847872797,0.019296740994854202,0.5792837810013105,0.5000000026788737,105.86149548775248,99.1,6036.358363494875,16560,0.035328,2026-04
odds_50_500_score>=0.5_expected>=2000_top2_by_direct_expected_return,2306,4597,1.9934952298352124,459700,406890,-52810,0.885120730911464,0.8525995214270177,40,0.008701326952360235,0.017346053772766695,0.5806564970663193,0.5000183266391405,105.50134870567761,98.7,6028.824451210275,14950,0.036742117034087834,2026-05
odds_50_500_score>=0.5_expected>=2000_top2_by_direct_expected_return,1974,3944,1.9979736575481257,394400,294180,-100220,0.7458924949290061,0.7011916835699797,27,0.006845841784989858,0.013677811550151976,0.5781020245226659,0.5000971022694773,106.35200304259637,99.1,6049.561842700144,17630,0.059929294989462235,2026-06
odds_50_500_score>=0.5_expected>=2000_top3_by_direct_expected_return,2302,6871,2.984795829713293,687100,624090,-63010,0.9082957357007714,0.8789113666133023,63,0.009168971037694658,0.02736750651607298,0.584882791569284,0.5000002401310523,101.13667588415079,96.9,5825.97002952379,20190,0.03235110320626833,2026-01
odds_50_500_score>=0.5_expected>=2000_top3_by_direct_expected_return,2128,6343,2.980733082706767,634300,624310,-9990,0.9842503547217405,0.96087025067003,67,0.010562825161595459,0.03148496240601504,0.5822150523903427,0.5000217591684042,102.71489831310107,98.2,5887.537048779771,14830,0.02375422466402909,2026-02
odds_50_500_score>=0.5_expected>=2000_top3_by_direct_expected_return,2253,6719,2.9822458943630714,671900,645610,-26290,0.9608721535942849,0.935615418961155,67,0.009971721982437863,0.029738126941855306,0.5831238316816197,0.5000567165479454,102.3417919333234,97.5,5872.692389679141,16970,0.026285218630442527,2026-03
odds_50_500_score>=0.5_expected>=2000_top3_by_direct_expected_return,2332,6954,2.981989708404803,695400,682330,-13070,0.9812050618349152,0.957391429393155,68,0.009778544722461893,0.029159519725557463,0.5844245848403536,0.5000000026788737,101.87809893586426,97.2,5858.592418638135,16560,0.02426978148403265,2026-04
odds_50_500_score>=0.5_expected>=2000_top3_by_direct_expected_return,2306,6866,2.9774501300954035,686600,570800,-115800,0.8313428488202738,0.809568890183513,58,0.008447422079813574,0.02515177797051171,0.5849165431627202,0.5000183266391405,101.64013981939993,96.8,5852.588350751372,14950,0.026191310441485635,2026-05
odds_50_500_score>=0.5_expected>=2000_top3_by_direct_expected_return,1974,5900,2.988855116514691,590000,449780,-140220,0.7623389830508475,0.732457627118644,45,0.007627118644067797,0.022796352583586626,0.5830855413920792,0.5000971022694773,102.31113559322033,97.3,5868.842287626895,17630,0.03919694072657744,2026-06
odds_50_500_score>=0.5_expected>=2000_top5_by_direct_expected_return,2302,11281,4.900521285838401,1128100,1127840,-260,0.9997695239783707,0.9818721744526194,120,0.010637354844428685,0.052128583840139006,0.5917668329530932,0.5000002401310523,95.9616612002482,94.0,5589.773459162264,20190,0.017901475386579657,2026-01
odds_50_500_score>=0.5_expected>=2000_top5_by_direct_expected_return,2128,10442,4.9069548872180455,1044200,1030160,-14040,0.9865542999425397,0.8810285385941391,105,0.010055544914767286,0.049342105263157895,0.5904757818981081,0.5000217591684042,97.22277341505458,94.9,5646.993578975766,110190,0.10696396676244467,2026-02
odds_50_500_score>=0.5_expected>=2000_top5_by_direct_expected_return,2253,11059,4.908566355969818,1105900,1078560,-27340,0.9752780540736052,0.9599330861741568,118,0.01067004249932182,0.052374611628939194,0.590577378535739,0.5000276962331788,96.81169183470476,94.6,5622.273469525874,16970,0.01573394155169856,2026-03
